"","x","y","boundary","inner"
"1",0.704259158810601,0.873160052578896,1,FALSE
"2",0.284575107507408,0.26849415153265,1,TRUE
"3",0.566046232124791,0.216816798318177,1,FALSE
"4",0.972923009190708,0.655473145423457,1,FALSE
"5",0.430341887287796,0.999425851739943,0,FALSE
"6",0.112436834489927,0.523915863363072,0,FALSE
"7",0.908379105618224,0.447452781256288,1,FALSE
"8",0.317918837070465,0.439349495572969,1,TRUE
"9",0.50009701657109,0.404067814815789,1,TRUE
"10",0.369858228601515,0.741982168052346,0,FALSE
"11",0.0710579501464963,0.382078549824655,0,FALSE
"12",0.0733950375579298,0.198241490172222,0,TRUE
"13",0.0770921718794852,0.305903135798872,1,TRUE
"14",0.944766231346875,0.94543955870904,1,FALSE
"15",0.258631909266114,0.0046787578612566,1,FALSE
"16",0.207732844399288,0.464539740234613,0,FALSE
"17",0.213219543453306,0.0966124078258872,1,FALSE
"18",0.0557557861320674,0.87332475814037,0,FALSE
"19",0.391459333943203,0.853208659216762,0,FALSE
"20",0.49639985896647,0.0324906569439918,1,FALSE
"21",0.497985132504255,0.272130766417831,1,TRUE
"22",0.948758291080594,0.0345787000842392,1,FALSE
"23",0.712677349336445,0.17649049195461,1,FALSE
"24",0.69180407631211,0.234396929619834,1,FALSE
"25",0.871315215248615,0.24722526059486,1,FALSE
"26",0.00508142961189151,0.536858234554529,0,FALSE
"27",0.692064237315208,0.11903940117918,1,FALSE
"28",0.590717697516084,0.337141880299896,1,FALSE
"29",0.656283265212551,0.986158226151019,1,FALSE
"30",0.54690548684448,0.300043751252815,1,TRUE
"31",0.0194968436844647,0.718461469514295,0,FALSE
"32",0.973695125896484,0.871944309910759,1,FALSE
"33",0.491154775721952,0.952518141595647,0,FALSE
"34",0.433385873911902,0.269227024167776,1,TRUE
"35",0.816870330134407,0.15114473621361,1,FALSE
"36",0.562408211408183,0.504501563729718,1,FALSE
"37",0.109897512942553,0.994765252806246,0,FALSE
"38",0.583954515401274,0.827774264616892,0,TRUE
"39",0.708024410065264,0.851009909296408,1,FALSE
"40",0.508408908732235,0.237433536211029,0,TRUE
"41",0.0371116069145501,0.403331148205325,0,FALSE
"42",0.434234885964543,0.983272183220834,0,FALSE
"43",0.289305572165176,0.113007532432675,1,FALSE
"44",0.917150816181675,0.603079873137176,1,FALSE
"45",0.0560086565092206,0.877191766398028,0,FALSE
"46",0.303075877483934,0.269277930492535,1,TRUE
"47",0.109818089054897,0.0424540867097676,1,FALSE
"48",0.515499591361731,0.773679521633312,0,TRUE
"49",0.256459201918915,0.590178872691467,0,FALSE
"50",0.765812042867765,0.880061648786068,1,FALSE
"51",0.542299510445446,0.568429542472586,1,TRUE
"52",0.460776261985302,0.329793861834332,1,TRUE
"53",0.670449631521478,0.0644964007660747,1,FALSE
"54",0.220562831033021,0.825888516614214,0,FALSE
"55",0.711069439770654,0.111749487929046,1,FALSE
"56",0.447651105700061,0.89736291160807,0,FALSE
"57",0.652779183583334,0.801952939480543,1,FALSE
"58",0.0180692486464977,0.284182744333521,0,FALSE
"59",0.033450182992965,0.539507981389761,0,FALSE
"60",0.44158369814977,0.291283936239779,1,TRUE
"61",0.330185560043901,0.96822783513926,0,FALSE
"62",0.767421104712412,0.569357855943963,1,FALSE
"63",0.00573873589746654,0.691929744090885,0,FALSE
"64",0.463264351477847,0.649269214831293,0,TRUE
"65",0.551920081023127,0.987016349332407,0,TRUE
"66",0.422164181014523,0.117925089551136,1,FALSE
"67",0.115996530978009,0.749823367455974,0,FALSE
"68",0.200203908840194,0.319329322781414,0,TRUE
"69",0.0930648881476372,0.970765237230808,0,FALSE
"70",0.28038727119565,0.406513424357399,0,TRUE
"71",0.608501080423594,0.685080453753471,1,FALSE
"72",0.112470138352364,0.797842380357906,0,FALSE
"73",0.189920224947855,0.812141691800207,0,FALSE
"74",0.196670799516141,0.684889608994126,0,FALSE
"75",0.194291616557166,0.165248669683933,0,TRUE
"76",0.669692193390802,0.817861919989809,1,FALSE
"77",0.83096609567292,0.293117640772834,1,FALSE
"78",0.0508144197519869,0.0529634330887347,1,FALSE
"79",0.469788630492985,0.360641131177545,0,TRUE
"80",0.953079299535602,0.291168946307153,1,FALSE
"81",0.377301250584424,0.0231968828011304,1,FALSE
"82",0.83862540894188,0.677067043026909,1,FALSE
"83",0.819503640988842,0.0431185658089817,1,FALSE
"84",0.702769552357495,0.770757640013471,1,FALSE
"85",0.0400029001757503,0.873751442180946,0,FALSE
"86",0.500344594940543,0.496678969357163,1,TRUE
"87",0.906340905698016,0.699303111759946,1,FALSE
"88",0.869747343705967,0.44189438666217,1,FALSE
"89",0.445809566415846,0.830964480526745,0,FALSE
"90",0.687495219288394,0.847048211609945,1,FALSE
"91",0.990725611103699,0.890141865704209,1,FALSE
"92",0.123020201222971,0.128417159663513,1,TRUE
"93",0.223655187990516,0.152489007683471,1,FALSE
"94",0.45121265319176,0.732659048866481,0,TRUE
"95",0.111087134806439,0.968681980622932,0,FALSE
"96",0.072638921905309,0.128080795751885,1,TRUE
"97",0.10208282712847,0.919890367891639,0,FALSE
"98",0.99209571396932,0.760775157250464,1,FALSE
"99",0.21567278704606,0.697103085462004,0,FALSE
"100",0.36018798709847,0.673475324409083,0,FALSE
"101",0.646691191010177,0.23444618168287,1,FALSE
"102",0.693661998258904,0.344362716190517,1,FALSE
"103",0.0839707737322897,0.695188153767958,0,FALSE
"104",0.158780164318159,0.386985476361588,0,TRUE
"105",0.322583999484777,0.852256831014529,0,FALSE
"106",0.697142932098359,0.091911003459245,1,FALSE
"107",0.664139158092439,0.371974683832377,1,FALSE
"108",0.272216887678951,0.570915710180998,0,FALSE
"109",0.497928115073591,0.0571787552908063,1,FALSE
"110",0.43626127904281,0.638378398725763,0,FALSE
"111",0.378522295039147,0.292396833887324,1,TRUE
"112",0.808860393241048,0.138097322545946,1,FALSE
"113",0.622352520935237,0.271775263594463,1,FALSE
"114",0.72462311014533,0.24397055292502,1,FALSE
"115",0.162002911558375,0.575240503530949,0,FALSE
"116",0.234825754305348,0.347806810168549,0,TRUE
"117",0.645892712287605,0.762265265220776,1,FALSE
"118",0.66607731836848,0.874412370612845,1,FALSE
"119",0.266519594471902,0.823317175032571,0,FALSE
"120",0.391174428863451,0.612683417508379,0,FALSE
"121",0.561600076500326,0.222195290727541,1,FALSE
"122",0.201844467781484,0.222366369329393,1,TRUE
"123",0.961681828135625,0.647089167265221,1,FALSE
"124",0.387119149323553,0.195282435277477,1,TRUE
"125",0.0812256268691272,0.685874007642269,0,FALSE
"126",0.820772004779428,0.0298100369982421,1,FALSE
"127",0.193778365151957,0.830225758254528,0,FALSE
"128",0.483719426207244,0.802834715461358,0,TRUE
"129",0.222361959517002,0.238808239810169,1,TRUE
"130",0.891587284393609,0.325512398499995,1,FALSE
"131",0.400618022307754,0.510725268628448,0,FALSE
"132",0.476267342222854,0.0319941479247063,1,FALSE
"133",0.104726450052112,0.187181499553844,1,TRUE
"134",0.369803235866129,0.194195696152747,1,TRUE
"135",0.232904027914628,0.378311117179692,1,TRUE
"136",0.387804514728487,0.316938657313585,1,TRUE
"137",0.575819144491106,0.62033054092899,1,FALSE
"138",0.875428407918662,0.364180217031389,1,FALSE
"139",0.13141671475023,0.772193947108462,0,FALSE
"140",0.904008913552389,0.231398197123781,1,FALSE
"141",0.636200080392882,0.319366717012599,1,FALSE
"142",0.651348863262683,0.828473255271092,1,FALSE
"143",0.238522203173488,0.270980968605727,0,TRUE
"144",0.227716791676357,0.507373604690656,0,FALSE
"145",0.557076676050201,0.107102089794353,1,FALSE
"146",0.406999777304009,0.694408622570336,0,FALSE
"147",0.394106585299596,0.44238745700568,0,TRUE
"148",0.505255667725578,0.687028035055846,1,TRUE
"149",0.275807028869167,0.135816616471857,1,FALSE
"150",0.985484566073865,0.750568786635995,1,FALSE
"151",0.028571120928973,0.186334877507761,0,TRUE
"152",0.421191717498004,0.861164145404473,0,FALSE
"153",0.034599911654368,0.998535457998514,0,FALSE
"154",0.499929615063593,0.18304899870418,1,TRUE
"155",0.864413715898991,0.00814212043769658,1,FALSE
